Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Open Duration (m),Close Duration (m),Gas,GasRate,Fluidrate (bbl/m),Lift Pressure - DROP (psi),UpwardRate (psi/m)
1377,Anderson_East_2-35,2/2/2025 15:19,271.0,179.0,172.97,92.0,1.17,2/2/2025 15:13,272.0,202.0,170.81,101.19,1.45,4.616666667,976.6787004,5.666666667,0.783333333,0.09,0.015882352940242213,0.20647058822314876,98.03,4.034042554908099
1376,Anderson_East_2-35,2/2/2025 15:12,269.0,177.0,171.92,92.0,1.17,2/2/2025 15:10,272.0,195.0,164.69,107.31,1.39,1.566666667,2878.085106,2.55,0.883333333,0.12,0.047058823529411764,0.4588235294117647,97.08000000000001,11.581132079841923
1375,Anderson_East_2-35,2/2/2025 15:09,271.0,176.0,170.41,95.0,1.21,2/2/2025 15:03,271.0,195.0,164.45,106.55,1.4,4.85,929.6907216,5.8,0.883333333,0.15,0.02586206896551724,0.20862068965517241,100.59,6.747169813866849
1374,Anderson_East_2-35,2/2/2025 15:02,271.0,171.0,165.9,100.0,1.28,2/2/2025 14:57,272.0,197.0,163.42,108.58,1.45,3.933333333,1146.355932,4.9,0.866666667,0.12,0.024489795918367346,0.26122448979591834,105.1,4.015384613840242
1371,Anderson_East_2-35,2/2/2025 14:48,274.0,164.0,159.03,110.0,1.4,2/2/2025 14:43,270.0,191.0,152.46,117.54,1.49,3.933333333,1146.355932,4.983333333,0.783333333,0.11,0.022073578596794218,0.28093645486829005,114.97,3.2808510652259035
1370,Anderson_East_2-35,2/2/2025 14:43,272.0,167.0,157.42,105.0,1.34,2/2/2025 14:32,271.0,177.0,131.63,139.37,1.48,8.083333333,557.814433,10.35,0.866666667,0.15,0.014492753623188406,0.12946859903381644,114.58000000000001,28.603846142844667
1369,Anderson_East_2-35,2/2/2025 14:31,270.0,160.0,154.19,110.0,1.4,2/2/2025 14:19,275.0,123.0,74.31,200.69,1.32,9.033333333,499.1512915,12.51666667,0.866666667,0.15,0.01198402130173528,0.11185086548286262,115.81,97.9384615007929
1368,Anderson_East_2-35,2/2/2025 14:18,271.0,139.0,130.83,132.0,1.68,2/2/2025 14:07,274.0,126.0,69.6,204.4,1.38,6.033333333,747.3480663,11.41666667,0.783333333,0.11,0.009635036493537216,0.1471532846285684,140.17,81.9957447157429
1367,Anderson_East_2-35,2/2/2025 14:06,274.0,83.0,73.51,191.0,2.44,2/2/2025 13:54,274.0,115.0,63.36,210.64,1.32,6.8,663.0882353,11.93333333,0.866666667,0.15,0.012569832405745763,0.20446927380013108,200.49,11.711538457033997
1366,Anderson_East_2-35,2/2/2025 13:53,272.0,79.0,71.25,193.0,2.46,2/2/2025 13:42,272.0,119.0,61.79,210.21,1.37,6.183333333,729.2183288,11.43333333,0.783333333,0.11,0.009620991256449269,0.21516034991695637,200.75,12.07659574981984
1364,Anderson_East_2-35,2/2/2025 13:29,270.0,72.0,62.86,198.0,2.53,2/2/2025 13:18,273.0,118.0,58.75,214.25,1.38,6.1,739.1803279,11.23333333,0.883333333,0.14,0.012462908015567629,0.22522255199561497,207.14,8.04905660681098
1363,Anderson_East_2-35,2/2/2025 13:17,272.0,71.0,64.17,201.0,2.56,2/2/2025 13:06,275.0,104.0,52.72,222.28,1.3,5.666666667,795.7058824,11.1,0.783333333,0.08,0.007207207207207207,0.23063063063063063,207.82999999999998,18.446808518488027
1362,Anderson_East_2-35,2/2/2025 13:05,272.0,68.0,56.06,204.0,2.6,2/2/2025 12:54,274.0,125.0,65.77,208.23,1.4,6.783333333,664.7174447,10.9,0.866666667,0.14,0.012844036697247707,0.23853211009174313,215.94,-8.896153842732259
1361,Anderson_East_2-35,2/2/2025 12:53,273.0,63.0,54.44,210.0,2.68,2/2/2025 12:42,276.0,140.0,96.68,179.32,1.32,4.983333333,904.8160535,11.06666667,0.883333333,0.14,0.012650602405828134,0.24216867462585281,218.56,-44.42264152619723
1360,Anderson_East_2-35,2/2/2025 12:41,273.0,77.0,68.87,196.0,2.5,2/2/2025 12:34,273.0,159.0,121.55,151.45,1.33,2.35,1918.723404,7.816666667,0.866666667,0.14,0.01791044776043026,0.3198294242933975,204.13,-60.784615361236696
1357,Anderson_East_2-35,2/2/2025 12:24,273.0,149.0,143.33,124.0,1.58,2/2/2025 12:16,272.0,196.0,165.39,106.61,1.4,3.266666667,1380.306122,7.533333333,0.8,0.1,0.013274336283773202,0.20973451328361659,129.67,-28.824999999999985
1354,Anderson_East_2-35,2/2/2025 12:06,273.0,194.0,188.49,79.0,1.01,2/2/2025 12:01,274.0,214.0,180.97,93.03,1.55,4.45,1013.258427,5.483333333,0.8,0.12,0.021884498481573526,0.18419452888657717,84.50999999999999,10.650000000000013
1351,Anderson_East_2-35,2/2/2025 11:52,277.0,185.0,179.28,92.0,1.17,2/2/2025 11:46,277.0,200.0,168.27,108.73,1.41,4.366666667,1032.59542,5.6,0.883333333,0.13,0.023214285714285715,0.20892857142857144,97.72,12.464150948099684
1350,Anderson_East_2-35,2/2/2025 11:46,276.0,185.0,176.79,91.0,1.16,2/2/2025 11:41,279.0,194.0,157.71,121.29,1.43,3.516666667,1282.180095,4.566666667,0.783333333,0.11,0.024087591239117696,0.2540145985216048,99.21000000000001,28.18723405454776
1349,Anderson_East_2-35,2/2/2025 11:40,276.0,173.0,166.73,103.0,1.31,2/2/2025 11:33,273.0,177.0,143.47,129.53,1.35,5.833333333,772.9714286,7.233333333,0.783333333,0.12,0.016589861751916582,0.18110599079175604,109.27000000000001,25.863829798239916
1348,Anderson_East_2-35,2/2/2025 11:32,279.0,164.0,158.18,115.0,1.47,2/2/2025 11:19,269.0,155.0,98.06,170.94,1.5,8.566666667,526.3424125,13.36666667,0.783333333,0.1,0.007481296756239078,0.10997506231671444,120.82,63.98297875063106
1347,Anderson_East_2-35,2/2/2025 11:18,270.0,151.0,144.02,119.0,1.52,2/2/2025 11:08,273.0,109.0,61.63,211.37,1.29,6.266666667,719.5212766,9.75,0.783333333,0.13,0.013333333333333334,0.1558974358974359,125.97999999999999,109.0085106846845
1346,Anderson_East_2-35,2/2/2025 11:08,270.0,106.0,96.55,164.0,2.09,2/2/2025 10:55,276.0,119.0,56.79,219.21,1.4,7.166666667,629.1627907,12.38333333,0.766666667,0.12,0.009690444147965126,0.16877523557705928,173.45,59.68695649578831
1345,Anderson_East_2-35,2/2/2025 10:54,271.0,74.0,63.92,197.0,2.51,2/2/2025 10:42,278.0,108.0,56.57,221.43,1.3,6.983333333,645.6801909,12.46666667,0.866666667,0.16,0.01283422459549887,0.2013368983418885,207.07999999999998,16.557692301323993
1344,Anderson_East_2-35,2/2/2025 10:41,274.0,70.0,59.94,204.0,2.6,2/2/2025 10:28,275.0,124.0,54.12,220.88,1.46,8.466666667,532.5590551,13.01666667,0.883333333,0.12,0.00921895006165968,0.19974391800262642,214.06,7.720754719894616
1332,Anderson_East_2-35,2/2/2025 6:42,279.0,74.0,62.29,205.0,2.62,2/2/2025 6:30,278.0,111.0,60.75,217.25,1.3,5.566666667,810.0,11.58333333,0.833333333,0.15,0.012949640291496298,0.22618705042480203,216.71,0.6480000002591905
1331,Anderson_East_2-35,2/2/2025 6:30,277.0,80.0,67.02,197.0,2.51,2/2/2025 6:17,277.0,120.0,58.7,218.3,1.39,8.0,563.625,12.31666667,0.85,0.12,0.009742895802505305,0.20378890386906928,209.98000000000002,9.788235294117639
1330,Anderson_East_2-35,2/2/2025 6:16,276.0,74.0,62.79,202.0,2.58,2/2/2025 6:03,281.0,114.0,56.15,224.85,1.35,8.266666667,545.4435484,13.35,0.85,0.16,0.01198501872659176,0.19325842696629214,213.21,13.694117647058809
1329,Anderson_East_2-35,2/2/2025 6:02,276.0,73.0,61.2,203.0,2.59,2/2/2025 5:47,276.0,138.0,55.36,220.64,1.6,10.38333333,434.2536116,15.48333333,0.85,0.16,0.010333692144312958,0.167276641586066,214.8,6.870588235294089
1317,Anderson_East_2-35,2/2/2025 1:39,279.0,74.0,63.21,205.0,2.62,2/2/2025 1:27,277.0,120.0,62.52,214.48,1.37,7.133333333,632.1028037,12.6,0.833333333,0.17,0.013492063492063493,0.20793650793650795,215.79,-1.5720000006288026
1316,Anderson_East_2-35,2/2/2025 1:26,278.0,74.0,61.6,204.0,2.6,2/2/2025 1:13,279.0,126.0,62.83,216.17,1.41,8.033333333,561.2863071,12.63333333,0.85,0.15,0.01187335092661566,0.20580474939467144,216.4,-0.27058823529413906
1315,Anderson_East_2-35,2/2/2025 1:13,276.0,77.0,65.33,199.0,2.54,2/2/2025 0:59,280.0,132.0,63.94,216.06,1.46,8.05,560.1242236,13.91666667,0.85,0.16,0.011497005985270179,0.1825149700161641,210.67000000000002,6.341176470588219
1309,Anderson_East_2-35,2/1/2025 23:43,278.0,68.0,56.91,210.0,2.68,2/1/2025 23:30,279.0,114.0,60.43,218.57,1.32,7.2,626.25,13.15,0.85,0.17,0.012927756653992395,0.2038022813688213,221.09,-2.9647058823529533
1308,Anderson_East_2-35,2/1/2025 23:29,278.0,74.0,60.36,204.0,2.6,2/1/2025 23:16,281.0,116.0,60.62,220.38,1.34,7.866666667,573.1779661,12.7,0.766666667,0.12,0.009448818897637795,0.20472440944881892,217.64,3.573913041924398
1300,Anderson_East_2-35,2/1/2025 21:29,277.0,77.0,65.11,200.0,2.55,2/1/2025 21:16,279.0,124.0,66.49,212.51,1.37,7.066666667,638.0660377,13.31666667,0.85,0.16,0.01201501877045932,0.1914893616541954,211.89,0.7294117647058878
1299,Anderson_East_2-35,2/1/2025 21:15,279.0,75.0,63.74,204.0,2.6,2/1/2025 21:03,279.0,123.0,58.38,220.62,1.41,7.233333333,623.3640553,12.13333333,0.816666667,0.13,0.0107142857172292,0.21428571434458402,215.26,6.563265303443582
1298,Anderson_East_2-35,2/1/2025 21:02,278.0,79.0,69.28,199.0,2.54,2/1/2025 20:50,278.0,123.0,65.57,212.43,1.37,6.666666667,676.35,12.08333333,0.8,0.15,0.01241379310687277,0.21020689660971226,208.72,4.63750000000001
1297,Anderson_East_2-35,2/1/2025 20:49,277.0,74.0,63.64,203.0,2.59,2/1/2025 20:37,280.0,115.0,58.16,221.84,1.34,7.766666667,580.5579399,12.43333333,0.85,0.12,0.009651474533418625,0.208310992012952,213.36,9.976470588235282
1294,Anderson_East_2-35,2/1/2025 20:06,279.0,67.0,54.76,212.0,2.7,2/1/2025 19:53,279.0,108.0,51.41,227.59,1.33,7.316666667,616.2642369,13.2,0.833333333,0.16,0.012121212121212123,0.20454545454545456,224.24,4.020000001607993
1293,Anderson_East_2-35,2/1/2025 19:52,279.0,64.0,51.91,215.0,2.74,2/1/2025 19:40,278.0,117.0,57.99,220.01,1.37,6.866666667,656.6504854,12.05,0.85,0.13,0.010788381742738589,0.22738589211618257,227.09,-8.329411764705897
1291,Anderson_East_2-35,2/1/2025 19:27,276.0,69.0,58.13,207.0,2.64,2/1/2025 19:14,279.0,125.0,65.02,213.98,1.39,7.0,644.1428571,12.51666667,0.85,0.15,0.01198402130173528,0.21091877491054095,217.87,-4.576470588235312
1290,Anderson_East_2-35,2/1/2025 19:13,277.0,78.0,68.4,199.0,2.54,2/1/2025 19:01,278.0,113.0,60.13,217.87,1.32,6.883333333,655.0605327,12.48333333,0.766666667,0.13,0.010413885183021065,0.20347129511441156,208.6,12.091304342569012
1269,Anderson_East_2-35,2/1/2025 13:17,275.0,78.0,68.54,197.0,2.51,2/1/2025 13:05,276.0,117.0,61.27,214.73,1.35,7.133333333,632.1028037,11.85,0.883333333,0.14,0.011814345991561183,0.21181434599156118,206.45999999999998,9.362264154476337
1268,Anderson_East_2-35,2/1/2025 13:04,275.0,74.0,64.41,201.0,2.56,2/1/2025 12:52,277.0,118.0,59.1,217.9,1.37,7.116666667,633.5831382,12.26666667,0.866666667,0.13,0.010597826084076679,0.20869565211720228,210.59,8.434615381371305
1255,Anderson_East_2-35,2/1/2025 8:11,280.0,75.0,59.23,205.0,2.62,2/1/2025 7:59,277.0,125.0,65.48,211.52,1.39,7.0,644.1428571,12.08333333,0.85,0.17,0.014068965521122474,0.21682758626671106,220.77,-10.882352941176471
1254,Anderson_East_2-35,2/1/2025 7:58,277.0,78.0,66.06,199.0,2.54,2/1/2025 7:46,278.0,124.0,62.04,215.96,1.4,7.516666667,599.8669623,12.41666667,0.85,0.12,0.009664429527606865,0.2045637583343453,210.94,5.905882352941188
1250,Anderson_East_2-35,2/1/2025 7:01,279.0,71.0,58.88,208.0,2.65,2/1/2025 6:49,276.0,112.0,59.9,216.1,1.32,7.016666667,642.6128266,11.81666667,0.85,0.14,0.011847672775219276,0.22425952038807911,220.12,-4.729411764705895
1249,Anderson_East_2-35,2/1/2025 6:48,276.0,76.0,64.45,200.0,2.55,2/1/2025 6:35,278.0,123.0,60.58,217.42,1.4,7.75,581.8064516,12.65,0.833333333,0.13,0.010276679841897233,0.20158102766798416,211.55,7.0440000028175715
1245,Anderson_East_2-35,2/1/2025 5:52,277.0,79.0,65.41,198.0,2.53,2/1/2025 5:40,276.0,115.0,64.87,211.13,1.31,4.816666667,936.1245675,12.6,0.85,0.16,0.012698412698412698,0.20079365079365077,211.59,-0.5411764705882447
1244,Anderson_East_2-35,2/1/2025 5:39,275.0,77.0,63.69,198.0,2.53,2/1/2025 5:27,277.0,117.0,60.76,216.24,1.35,7.683333333,586.8546638,12.31666667,0.85,0.1,0.008119079835421088,0.2054127198361535,211.31,5.800000000000008
1235,Anderson_East_2-35,2/1/2025 2:39,277.0,72.0,57.72,205.0,2.62,2/1/2025 2:25,278.0,121.0,53.65,224.35,1.43,8.4,536.7857143,13.63333333,0.85,0.16,0.011735941323162823,0.1921760391667912,219.28,5.964705882352933
1234,Anderson_East_2-35,2/1/2025 2:24,278.0,72.0,57.8,206.0,2.63,2/1/2025 2:11,278.0,112.0,51.17,226.83,1.37,7.583333333,594.5934066,12.73333333,0.85,0.15,0.01178010471512568,0.20654450267187027,220.2,7.800000000000028
1233,Anderson_East_2-35,2/1/2025 2:11,277.0,70.0,56.59,207.0,2.64,2/1/2025 1:58,279.0,114.0,50.31,228.69,1.39,7.7,585.5844156,12.43333333,0.85,0.11,0.008847184988967074,0.2123324397352098,220.41,9.741176470588236
1230,Anderson_East_2-35,2/1/2025 1:22,278.0,71.0,57.73,207.0,2.64,2/1/2025 1:09,279.0,113.0,58.76,220.24,1.33,6.583333333,684.9113924,12.75,0.85,0.17,0.013333333333333334,0.20705882352941177,220.27,-0.03529411764706016
1229,Anderson_East_2-35,2/1/2025 1:08,279.0,73.0,58.46,206.0,2.63,2/1/2025 0:56,278.0,115.0,55.85,222.15,1.36,8.0,563.625,12.0,0.85,0.12,0.01,0.21916666666666665,220.54,1.8941176470588397
1221,Anderson_East_2-35,1/31/2025 23:12,281.0,67.0,54.7,214.0,2.73,1/31/2025 23:00,280.0,118.0,54.15,225.85,1.39,7.433333333,606.5919283,12.43333333,0.85,0.16,0.012868632711224836,0.21957104563527374,226.3,-0.5294117647059025
1220,Anderson_East_2-35,1/31/2025 22:59,280.0,72.0,58.87,208.0,2.65,1/31/2025 22:47,279.0,119.0,55.26,223.74,1.4,6.733333333,669.6534653,11.9,0.85,0.13,0.010924369747899159,0.2226890756302521,221.13,3.070588235294134
1219,Anderson_East_2-35,1/31/2025 22:46,279.0,69.0,57.65,210.0,2.68,1/31/2025 22:34,281.0,109.0,60.71,220.29,1.28,6.066666667,743.2417582,11.83333333,0.866666667,0.14,0.01183098591882563,0.2264788733032335,221.35,-1.2230769226065117
1218,Anderson_East_2-35,1/31/2025 22:33,278.0,72.0,59.25,206.0,2.63,1/31/2025 22:22,282.0,128.0,63.11,218.89,1.42,8.116666667,555.523614,11.68333333,0.766666667,0.12,0.010271041372402579,0.22510699007848986,218.75,0.18260869557276105
1216,Anderson_East_2-35,1/31/2025 22:06,281.0,79.0,67.17,202.0,2.58,1/31/2025 21:53,280.0,120.0,71.86,208.14,1.3,5.666666667,795.7058824,13.33333333,0.85,0.16,0.012000000003,0.193500000048375,213.82999999999998,-6.694117647058821
1215,Anderson_East_2-35,1/31/2025 21:52,280.0,85.0,73.22,195.0,2.49,1/31/2025 21:41,278.0,146.0,70.0,208.0,1.58,7.233333333,623.3640553,11.2,0.85,0.13,0.011607142857142858,0.22232142857142861,206.78,1.4352941176470575
1208,Anderson_East_2-35,1/31/2025 19:36,284.0,68.0,56.77,216.0,2.76,1/31/2025 19:25,283.0,113.0,54.97,228.03,1.34,5.716666667,788.7463557,11.61666667,0.85,0.14,0.012051649924805839,0.23758966994617223,227.23,0.9411764705882487
1207,Anderson_East_2-35,1/31/2025 19:24,280.0,70.0,56.56,210.0,2.68,1/31/2025 19:11,285.0,115.0,55.98,229.02,1.35,7.983333333,564.8016701,12.16666667,0.866666667,0.13,0.010684931503921937,0.2202739725423907,223.44,6.438461535985222
1203,Anderson_East_2-35,1/31/2025 18:30,281.0,69.0,56.28,212.0,2.7,1/31/2025 18:18,279.0,97.0,46.96,232.04,1.27,6.366666667,708.2198953,11.03333333,0.85,0.14,0.012688821756099344,0.24471299101048732,224.72,8.611764705882345
1202,Anderson_East_2-35,1/31/2025 18:18,279.0,59.0,48.77,220.0,2.81,1/31/2025 18:05,281.0,103.0,42.24,238.76,1.34,8.283333333,544.3460765,12.6,0.866666667,0.13,0.010317460317460319,0.22301587301587303,230.23,9.842307688522192
1199,Anderson_East_2-35,1/31/2025 17:34,280.0,63.0,45.59,217.0,2.77,1/31/2025 17:25,279.0,118.0,69.78,209.22,1.3,6.05,745.2892562,9.533333333,0.866666667,0.15,0.015734265734815883,0.2905594405696,234.41,-29.06538460420562
1198,Anderson_East_2-35,1/31/2025 17:24,278.0,64.0,51.38,214.0,2.73,1/31/2025 17:19,277.0,148.0,100.8,176.2,1.37,1.9,2373.157895,5.483333333,0.783333333,0.14,0.025531914895169115,0.4978723404557977,226.62,-64.3659574741983
1197,Anderson_East_2-35,1/31/2025 17:18,278.0,85.0,75.92,193.0,2.46,1/31/2025 17:14,278.0,159.0,123.7,154.3,1.3,1.833333333,2459.454545,4.1,0.8,0.14,0.034146341463414644,0.6000000000000001,202.07999999999998,-59.724999999999966
1196,Anderson_East_2-35,1/31/2025 17:13,277.0,114.0,106.12,163.0,2.08,1/31/2025 17:07,278.0,186.0,154.14,123.86,1.35,3.15,1431.428571,5.866666667,0.883333333,0.12,0.020454545453383266,0.35454545452530994,170.88,-53.23018869933214
1193,Anderson_East_2-35,1/31/2025 16:58,273.0,182.0,175.07,91.0,1.16,1/31/2025 16:51,277.0,205.0,170.46,106.54,1.48,5.166666667,872.7096774,6.116666667,0.866666667,0.15,0.024523160761606367,0.18964577655642256,97.93,9.934615380794378
1192,Anderson_East_2-35,1/31/2025 16:51,277.0,191.0,180.16,86.0,1.1,1/31/2025 16:48,275.0,203.0,171.7,103.3,1.43,1.233333333,3655.945946,2.283333333,0.883333333,0.12,0.05255474453321967,0.48175182488784707,96.84,7.313207549929505
1191,Anderson_East_2-35,1/31/2025 16:48,276.0,179.0,172.16,97.0,1.24,1/31/2025 16:43,275.0,206.0,170.79,104.21,1.51,3.916666667,1151.234043,4.983333333,0.766666667,0.11,0.022073578596794218,0.24882943145477118,103.84,0.4826086954423315
1190,Anderson_East_2-35,1/31/2025 16:42,274.0,180.0,173.05,94.0,1.2,1/31/2025 16:37,275.0,203.0,170.53,104.47,1.45,4.116666667,1095.303644,5.083333333,0.883333333,0.16,0.03147540983812954,0.2360655737859715,100.94999999999999,3.9849056618811076
1189,Anderson_East_2-35,1/31/2025 16:36,274.0,180.0,172.74,94.0,1.2,1/31/2025 16:31,275.0,203.0,168.64,106.36,1.48,3.866666667,1166.12069,4.916666667,0.766666667,0.12,0.02440677965936225,0.2440677965936225,101.25999999999999,6.65217391015124
1188,Anderson_East_2-35,1/31/2025 16:30,275.0,177.0,170.66,98.0,1.25,1/31/2025 16:25,276.0,205.0,168.35,107.65,1.52,3.566666667,1264.205607,4.633333333,0.783333333,0.12,0.025899280577402824,0.2697841726812794,104.34,4.225531916691719
1187,Anderson_East_2-35,1/31/2025 16:25,273.0,177.0,169.71,96.0,1.22,1/31/2025 16:20,273.0,199.0,163.0,110.0,1.49,3.916666667,1151.234043,4.883333333,0.9,0.14,0.02866894198147911,0.24982935155288935,103.28999999999999,7.455555555555565
1186,Anderson_East_2-35,1/31/2025 16:19,275.0,177.0,170.36,98.0,1.25,1/31/2025 16:14,275.0,202.0,163.1,111.9,1.53,3.933333333,1146.355932,4.983333333,0.8,0.13,0.026086956523484077,0.25083612041811615,104.63999999999999,9.075000000000024
1185,Anderson_East_2-35,1/31/2025 16:13,271.0,172.0,164.61,99.0,1.26,1/31/2025 16:01,276.0,177.0,138.19,137.81,1.39,8.466666667,532.5590551,11.86666667,0.783333333,0.12,0.010112359547721246,0.1061797752510731,106.38999999999999,40.11063831494072
1182,Anderson_East_2-35,1/31/2025 15:31,278.0,85.0,75.49,193.0,2.46,1/31/2025 15:17,280.0,116.0,62.57,217.43,1.33,8.15,553.2515337,13.51666667,0.883333333,0.16,0.01183723797488601,0.18199753386387238,202.51,16.890566044109665
1181,Anderson_East_2-35,1/31/2025 15:17,277.0,78.0,66.65,199.0,2.54,1/31/2025 15:04,279.0,116.0,58.22,220.78,1.35,8.2,549.8780488,13.18333333,0.783333333,0.12,0.009102402025057497,0.1926675095303837,210.35,13.314893622687197
1178,Anderson_East_2-35,1/31/2025 14:32,277.0,71.0,61.41,206.0,2.63,1/31/2025 14:19,279.0,117.0,54.48,224.52,1.39,8.366666667,538.9243028,13.33333333,0.883333333,0.16,0.012000000003,0.19725000004931248,215.59,10.109433966079038
1177,Anderson_East_2-35,1/31/2025 14:18,277.0,69.0,55.85,208.0,2.65,1/31/2025 14:04,278.0,119.0,56.33,221.67,1.39,8.133333333,554.3852459,13.53333333,0.783333333,0.12,0.008866995076075615,0.19581280793000316,221.15,0.6638297875165001
1174,Anderson_East_2-35,1/31/2025 13:36,277.0,64.0,53.27,213.0,2.72,1/31/2025 13:23,280.0,118.0,55.62,224.38,1.39,8.75,515.3142857,12.8,0.866666667,0.15,0.011718749999999998,0.2125,223.73,0.7499999997115451
1173,Anderson_East_2-35,1/31/2025 13:23,277.0,67.0,55.84,210.0,2.68,1/31/2025 13:09,280.0,131.0,60.97,219.03,1.47,8.45,533.6094675,13.15,0.866666667,0.14,0.010646387832699621,0.2038022813688213,221.16,-2.4576923067470364
1167,Anderson_East_2-35,1/31/2025 11:52,280.0,71.0,57.59,209.0,2.67,1/31/2025 11:40,280.0,121.0,55.73,224.27,1.41,7.15,630.6293706,11.96666667,0.816666667,0.15,0.012534818938012584,0.223119777096624,222.41,2.277551019478567
1166,Anderson_East_2-35,1/31/2025 11:39,279.0,71.0,59.57,208.0,2.65,1/31/2025 11:27,282.0,110.0,53.55,228.45,1.33,7.0,644.1428571,12.38333333,0.883333333,0.14,0.011305518172625982,0.21399730826756322,219.43,10.211320758570288
1165,Anderson_East_2-35,1/31/2025 11:26,279.0,69.0,58.23,210.0,2.68,1/31/2025 11:13,282.0,124.0,54.24,227.76,1.44,8.2,549.8780488,12.55,0.883333333,0.15,0.011952191235059759,0.21354581673306772,220.77,7.913207550155905
1164,Anderson_East_2-35,1/31/2025 11:13,280.0,69.0,57.12,211.0,2.69,1/31/2025 11:00,282.0,121.0,56.88,225.12,1.4,7.066666667,638.0660377,12.23333333,0.883333333,0.14,0.011444141692491592,0.21989100823430272,222.88,2.535849057560708
1159,Anderson_East_2-35,1/31/2025 9:51,278.0,80.0,66.08,198.0,2.53,1/31/2025 9:39,281.0,109.0,52.17,228.83,1.33,8.183333333,550.9979633,11.91666667,0.816666667,0.14,0.011748251744965526,0.21230769224830554,211.92000000000002,20.70612244052811
1158,Anderson_East_2-35,1/31/2025 9:38,279.0,75.0,61.99,204.0,2.6,1/31/2025 9:25,278.0,141.0,58.14,219.86,1.6,8.016666667,562.4532225,13.5,0.783333333,0.14,0.010370370370370372,0.1925925925925926,217.01,3.6382978738886664
1150,Anderson_East_2-35,1/31/2025 6:36,282.0,78.0,64.92,204.0,2.6,1/31/2025 6:22,283.0,128.0,57.93,225.07,1.45,8.183333333,550.9979633,13.58333333,0.85,0.16,0.011779141107185065,0.19141104299175732,217.07999999999998,9.400000000000011
1149,Anderson_East_2-35,1/31/2025 6:22,282.0,75.0,63.35,207.0,2.64,1/31/2025 6:07,281.0,120.0,56.66,224.34,1.39,7.65,589.4117647,14.4,0.866666667,0.11,0.007638888888888889,0.18333333333333335,218.65,6.565384612859465
1147,Anderson_East_2-35,1/31/2025 5:52,280.0,73.0,61.11,207.0,2.64,1/31/2025 5:39,281.0,121.0,58.94,222.06,1.39,8.183333333,550.9979633,13.26666667,0.85,0.16,0.012060301504507463,0.19899497482437314,218.89,3.729411764705901
1146,Anderson_East_2-35,1/31/2025 5:38,280.0,73.0,60.45,207.0,2.64,1/31/2025 5:25,283.0,124.0,62.52,220.48,1.39,8.033333333,561.2863071,13.45,0.766666667,0.13,0.009665427509293681,0.19628252788104092,219.55,1.2130434777334311
1138,Anderson_East_2-35,1/31/2025 3:40,282.0,68.0,56.01,214.0,2.73,1/31/2025 3:28,283.0,116.0,59.25,223.75,1.34,7.833333333,575.6170213,12.76666667,0.833333333,0.15,0.011749347255417925,0.21383812004860625,225.99,-2.6880000010752108
1137,Anderson_East_2-35,1/31/2025 3:27,280.0,71.0,58.85,209.0,2.67,1/31/2025 3:14,282.0,128.0,61.49,220.51,1.43,8.116666667,555.523614,13.21666667,0.85,0.14,0.010592685999850521,0.20201765442572064,221.15,-0.7529411764706057
1136,Anderson_East_2-35,1/31/2025 3:13,282.0,74.0,62.74,208.0,2.65,1/31/2025 2:59,284.0,128.0,65.03,218.97,1.4,7.85,574.3949045,13.51666667,0.85,0.16,0.01183723797488601,0.19605425395904952,219.26,-0.3411764705882259
1135,Anderson_East_2-35,1/31/2025 2:58,281.0,77.0,64.62,204.0,2.6,1/31/2025 2:45,281.0,123.0,64.5,216.5,1.37,7.266666667,620.5045872,13.36666667,0.833333333,0.14,0.010473815458734709,0.19451371566221604,216.38,0.14400000005760547
1129,Anderson_East_2-35,1/31/2025 1:33,281.0,77.0,64.51,204.0,2.6,1/31/2025 1:21,283.0,120.0,66.1,216.9,1.33,6.833333333,659.8536585,11.91666667,0.85,0.15,0.012587412583891632,0.21818181812078832,216.49,0.4823529411764666
1128,Anderson_East_2-35,1/31/2025 1:20,279.0,79.0,67.95,200.0,2.55,1/31/2025 1:07,285.0,129.0,66.8,218.2,1.4,7.916666667,569.5578947,12.73333333,0.85,0.15,0.01178010471512568,0.20026178015713655,211.05,8.411764705882327
1127,Anderson_East_2-35,1/31/2025 1:06,281.0,82.0,69.56,199.0,2.54,1/31/2025 0:52,283.0,132.0,63.9,219.1,1.45,8.016666667,562.4532225,13.83333333,0.85,0.12,0.008674698797271011,0.18361445787556974,211.44,9.01176470588235
1126,Anderson_East_2-35,1/31/2025 0:51,284.0,78.0,66.78,206.0,2.63,1/31/2025 0:39,283.0,112.0,59.71,223.29,1.31,7.633333333,590.69869,12.95,0.85,0.17,0.01312741312741313,0.2030888030888031,217.22,7.141176470588228
1125,Anderson_East_2-35,1/31/2025 0:38,281.0,81.0,68.32,200.0,2.55,1/31/2025 0:25,280.0,122.0,55.07,224.93,1.42,8.016666667,562.4532225,12.5,0.833333333,0.12,0.0096,0.204,212.68,14.70000000588
