Run Number,Well,Time - DROP,CP - DROP (psi),TP - DROP (psi),LP - DROP (psi),Liquid Load - DROP (psi),Fluid in Tubing - DROP (bbl),Time - ARRIVING,CP - ARRIVING (psi),TP - ARRIVING (psi),LP - ARRIVING (psi),Lift Pressure - ARRIVING (psi),Lift Factor - ARRIVING,Rise Time (m),Rise Velocity (fpm),Good,Miss,Open Duration (m),Close Duration (m),Gas,GasRate,Fluidrate (bbl/m),Lift Pressure - DROP (psi),UpwardRate (psi/m)
1373,Anderson_East_2-35,2/2/2025 14:57,274.0,164.0,159.03,110.0,1.4,2/2/2025 14:51,274.0,191.0,156.95,117.05,1.41,4.2,1073.571429,1.0,0.0,5.183333333,0.866666667,0.14,0.02700964630398776,0.27009646303987755,114.97,2.3999999990769214
1372,Anderson_East_2-35,2/2/2025 14:51,,,,,,2/2/2025 14:49,,,,,,,,,,,,,,,,
1371,Anderson_East_2-35,2/2/2025 14:48,270.0,160.0,154.19,110.0,1.4,2/2/2025 14:43,270.0,191.0,152.46,117.54,1.49,3.933333333,1146.355932,1.0,0.0,4.983333333,0.783333333,0.11,0.022073578596794218,0.28093645486829005,115.81,2.2085106392376694
1370,Anderson_East_2-35,2/2/2025 14:43,271.0,139.0,130.83,132.0,1.68,2/2/2025 14:32,271.0,177.0,131.63,139.37,1.48,8.083333333,557.814433,1.0,0.0,10.35,0.866666667,0.15,0.014492753623188406,0.16231884057971013,140.17,-0.9230769227218739
1369,Anderson_East_2-35,2/2/2025 14:31,274.0,83.0,73.51,191.0,2.44,2/2/2025 14:19,275.0,123.0,74.31,200.69,1.32,9.033333333,499.1512915,1.0,0.0,12.51666667,0.866666667,0.15,0.01198402130173528,0.19494007984156056,200.49,0.23076923068046026
1368,Anderson_East_2-35,2/2/2025 14:18,272.0,79.0,71.25,193.0,2.46,2/2/2025 14:07,274.0,126.0,69.6,204.4,1.38,6.033333333,747.3480663,1.0,0.0,11.41666667,0.783333333,0.11,0.009635036493537216,0.21547445249183228,200.75,4.659574470067912
1367,Anderson_East_2-35,2/2/2025 14:06,273.0,74.0,66.55,199.0,2.54,2/2/2025 13:54,274.0,115.0,63.36,210.64,1.32,6.8,663.0882353,1.0,0.0,11.93333333,0.866666667,0.15,0.012569832405745763,0.21284916207062826,206.45,4.834615382755914
1366,Anderson_East_2-35,2/2/2025 13:53,270.0,72.0,62.86,198.0,2.53,2/2/2025 13:42,272.0,119.0,61.79,210.21,1.37,6.183333333,729.2183288,1.0,0.0,11.43333333,0.783333333,0.11,0.009620991256449269,0.22128279889833316,207.14,3.9191489378379636
1365,Anderson_East_2-35,2/2/2025 13:41,272.0,71.0,64.17,201.0,2.56,2/2/2025 13:30,273.0,111.0,61.63,211.37,1.3,5.3,850.754717,1.0,0.0,10.75,0.866666667,0.12,0.011162790697674419,0.23813953488372094,207.82999999999998,4.084615383044403
1364,Anderson_East_2-35,2/2/2025 13:29,272.0,68.0,56.06,204.0,2.6,2/2/2025 13:18,273.0,118.0,58.75,214.25,1.38,6.1,739.1803279,1.0,0.0,11.23333333,0.883333333,0.14,0.012462908015567629,0.2314540060033988,215.94,-1.9132075478917738
1363,Anderson_East_2-35,2/2/2025 13:17,273.0,63.0,54.44,210.0,2.68,2/2/2025 13:06,275.0,104.0,52.72,222.28,1.3,5.666666667,795.7058824,1.0,0.0,11.1,0.783333333,0.08,0.007207207207207207,0.24144144144144147,218.56,4.748936172233589
1362,Anderson_East_2-35,2/2/2025 13:05,273.0,77.0,68.87,196.0,2.5,2/2/2025 12:54,274.0,125.0,65.77,208.23,1.4,6.783333333,664.7174447,1.0,0.0,10.9,0.866666667,0.14,0.012844036697247707,0.2293577981651376,204.13,4.730769228949698
1361,Anderson_East_2-35,2/2/2025 12:53,274.0,108.0,101.25,166.0,2.12,2/2/2025 12:42,276.0,140.0,96.68,179.32,1.32,4.983333333,904.8160535,1.0,0.0,11.06666667,0.883333333,0.14,0.012650602405828134,0.1915662650025403,172.75,7.437735851863288
1360,Anderson_East_2-35,2/2/2025 12:41,270.0,129.0,122.73,141.0,1.8,2/2/2025 12:34,273.0,159.0,121.55,151.45,1.33,2.35,1918.723404,1.0,0.0,7.816666667,0.866666667,0.14,0.01791044776043026,0.23027718549124618,147.26999999999998,4.823076921221902
1359,Anderson_East_2-35,2/2/2025 12:33,273.0,149.0,143.33,124.0,1.58,2/2/2025 12:27,274.0,179.0,138.54,135.46,1.43,2.6,1734.230769,1.0,0.0,5.683333333,0.85,0.13,0.02287390029459671,0.27800586511894465,129.67,6.811764705882378
1358,Anderson_East_2-35,2/2/2025 12:26,,,,,,2/2/2025 12:24,,,,,,,,,,,,,,,,
1357,Anderson_East_2-35,2/2/2025 12:24,270.0,175.0,169.7,95.0,1.21,2/2/2025 12:16,272.0,196.0,165.39,106.61,1.4,3.266666667,1380.306122,1.0,0.0,7.533333333,0.8,0.1,0.013274336283773202,0.16061946903365573,100.30000000000001,7.887499999999985
1356,Anderson_East_2-35,2/2/2025 12:15,273.0,194.0,188.49,79.0,1.01,2/2/2025 12:10,274.0,223.0,187.26,86.74,1.7,3.366666667,1339.306931,1.0,0.0,5.666666667,0.85,0.14,0.02470588235148789,0.17823529410716263,84.50999999999999,2.6235294117647108
1355,Anderson_East_2-35,2/2/2025 12:09,,,,,,2/2/2025 12:07,,,,,,,,,,,,,,,,
1354,Anderson_East_2-35,2/2/2025 12:06,273.0,188.0,181.78,85.0,1.08,2/2/2025 12:01,274.0,214.0,180.97,93.03,1.55,4.45,1013.258427,1.0,0.0,5.483333333,0.8,0.12,0.021884498481573526,0.19696048633416174,91.22,2.262500000000003
1353,Anderson_East_2-35,2/2/2025 12:00,277.0,185.0,179.28,92.0,1.17,2/2/2025 11:55,277.0,213.0,178.77,98.23,1.53,3.783333333,1191.806167,1.0,0.0,4.833333333,0.8,0.12,0.0248275862086088,0.24206896553393578,97.72,0.6375000000000064
1352,Anderson_East_2-35,2/2/2025 11:55,,,,,,2/2/2025 11:53,,,,,,,,,,,,,,,,
1351,Anderson_East_2-35,2/2/2025 11:52,276.0,173.0,166.73,103.0,1.31,2/2/2025 11:46,277.0,200.0,168.27,108.73,1.41,4.366666667,1032.59542,1.0,0.0,5.6,0.883333333,0.13,0.023214285714285715,0.23392857142857146,109.27000000000001,-0.6113207549476752
1350,Anderson_East_2-35,2/2/2025 11:46,279.0,164.0,158.18,115.0,1.47,2/2/2025 11:41,279.0,194.0,157.71,121.29,1.43,3.516666667,1282.180095,1.0,0.0,4.566666667,0.783333333,0.11,0.024087591239117696,0.3218978101954819,120.82,0.6000000002553358
1349,Anderson_East_2-35,2/2/2025 11:40,270.0,151.0,144.02,119.0,1.52,2/2/2025 11:33,273.0,177.0,143.47,129.53,1.35,5.833333333,772.9714286,1.0,0.0,7.233333333,0.783333333,0.12,0.016589861751916582,0.21013824885761007,125.97999999999999,4.53191489554551
1348,Anderson_East_2-35,2/2/2025 11:32,270.0,106.0,96.55,164.0,2.09,2/2/2025 11:19,269.0,155.0,98.06,170.94,1.5,8.566666667,526.3424125,1.0,0.0,13.36666667,0.783333333,0.1,0.007481296756239078,0.1563591022053967,173.45,-3.2042553205124378
1347,Anderson_East_2-35,2/2/2025 11:18,271.0,74.0,63.92,197.0,2.51,2/2/2025 11:08,273.0,109.0,61.63,211.37,1.29,6.266666667,719.5212766,1.0,0.0,9.75,0.783333333,0.13,0.013333333333333334,0.2574358974358974,207.07999999999998,5.476595747011344
1346,Anderson_East_2-35,2/2/2025 11:08,274.0,70.0,59.94,204.0,2.6,2/2/2025 10:55,276.0,119.0,56.79,219.21,1.4,7.166666667,629.1627907,1.0,0.0,12.38333333,0.766666667,0.12,0.009690444147965126,0.20995962320591108,214.06,6.717391301427229
1345,Anderson_East_2-35,2/2/2025 10:54,276.0,67.0,57.27,209.0,2.67,2/2/2025 10:42,278.0,108.0,56.57,221.43,1.3,6.983333333,645.6801909,1.0,0.0,12.46666667,0.866666667,0.16,0.01283422459549887,0.21417112293738738,218.73,3.1153846141864103
1344,Anderson_East_2-35,2/2/2025 10:41,273.0,69.0,56.59,204.0,2.6,2/2/2025 10:28,275.0,124.0,54.12,220.88,1.46,8.466666667,532.5590551,1.0,0.0,13.01666667,0.883333333,0.12,0.00921895006165968,0.19974391800262642,216.41,5.060377360400141
1343,Anderson_East_2-35,2/2/2025 10:27,273.0,64.0,53.23,209.0,2.67,2/2/2025 10:14,274.0,106.0,50.7,223.3,1.33,6.8,663.0882353,1.0,0.0,12.91666667,0.816666667,0.14,0.01083870967462227,0.2067096773660104,219.77,4.322448977827573
1342,Anderson_East_2-35,2/2/2025 10:13,270.0,70.0,53.71,200.0,2.55,2/2/2025 10:00,270.0,131.0,50.09,219.91,1.58,8.916666667,505.682243,1.0,0.0,13.71666667,0.866666667,0.15,0.010935601455422696,0.18590522474218582,216.29,4.176923075316574
1341,Anderson_East_2-35,2/2/2025 9:59,276.0,70.0,59.43,206.0,2.63,2/2/2025 9:14,276.0,117.0,57.91,218.09,1.37,7.65,589.4117647,1.0,0.0,44.75,0.883333333,0.18,0.004022346368715084,0.05877094972067039,216.57,1.720754717630485
1340,Anderson_East_2-35,2/2/2025 9:13,275.0,69.0,59.5,206.0,2.63,2/2/2025 9:00,276.0,112.0,56.86,219.14,1.34,7.45,605.2348993,1.0,0.0,13.63333333,0.783333333,0.12,0.008801955992372117,0.1929095354994889,215.5,4.646808512615646
1339,Anderson_East_2-35,2/2/2025 8:59,272.0,73.0,58.87,199.0,2.54,2/2/2025 8:43,273.0,136.0,55.44,217.56,1.59,9.233333333,488.3393502,1.0,0.0,15.75,0.866666667,0.13,0.008253968253968255,0.16126984126984129,213.13,5.111538459572493
1338,Anderson_East_2-35,2/2/2025 8:42,276.0,69.0,58.06,207.0,2.64,2/2/2025 7:55,278.0,124.0,55.34,222.66,1.45,7.1,635.0704225,1.0,0.0,47.51666667,0.783333333,0.16,0.003367239564828675,0.05555945281967314,217.94,6.025531917457672
1337,Anderson_East_2-35,2/2/2025 7:54,275.0,65.0,53.18,210.0,2.68,2/2/2025 7:43,276.0,105.0,50.87,225.13,1.32,6.433333333,700.880829,1.0,0.0,11.26666667,0.85,0.12,0.010650887570813347,0.23786982241483146,221.82,3.894117647058826
1336,Anderson_East_2-35,2/2/2025 7:42,276.0,66.0,52.8,210.0,2.68,2/2/2025 7:30,277.0,113.0,49.79,227.21,1.39,8.116666667,555.523614,1.0,0.0,12.18333333,0.783333333,0.11,0.00902872777264808,0.2199726402790623,223.2,5.119148938348599
1335,Anderson_East_2-35,2/2/2025 7:29,276.0,69.0,57.06,207.0,2.64,2/2/2025 7:13,276.0,125.0,54.0,222.0,1.47,9.966666667,452.4080268,1.0,0.0,15.45,0.85,0.15,0.00970873786407767,0.17087378640776701,218.94,3.6000000000000028
1334,Anderson_East_2-35,2/2/2025 7:13,279.0,74.0,62.29,205.0,2.62,2/2/2025 6:58,279.0,129.0,59.22,219.78,1.47,8.8,512.3863636,1.0,0.0,14.2,0.85,0.16,0.011267605633802818,0.18450704225352113,216.71,3.611764705882345
1333,Anderson_East_2-35,2/2/2025 6:57,277.0,80.0,67.02,197.0,2.51,2/2/2025 6:43,278.0,136.0,62.75,215.25,1.52,7.8,578.0769231,1.0,0.0,14.63333333,0.85,0.15,0.010250569478416986,0.17152619593884422,209.98000000000002,6.199999999999979
1332,Anderson_East_2-35,2/2/2025 6:42,276.0,74.0,62.79,202.0,2.58,2/2/2025 6:30,278.0,111.0,60.75,217.25,1.3,5.566666667,810.0,1.0,0.0,11.58333333,0.833333333,0.15,0.012949640291496298,0.22273381301373635,213.21,4.84800000193919
1331,Anderson_East_2-35,2/2/2025 6:30,276.0,73.0,61.2,203.0,2.59,2/2/2025 6:17,277.0,120.0,58.7,218.3,1.39,8.0,563.625,1.0,0.0,12.31666667,0.85,0.12,0.009742895802505305,0.21028416773740616,214.8,4.11764705882353
1330,Anderson_East_2-35,2/2/2025 6:16,280.0,72.0,58.96,208.0,2.65,2/2/2025 6:03,281.0,114.0,56.15,224.85,1.35,8.266666667,545.4435484,1.0,0.0,13.35,0.85,0.16,0.01198501872659176,0.19850187265917602,221.04,4.482352941176473
1329,Anderson_East_2-35,2/2/2025 6:02,275.0,71.0,57.98,204.0,2.6,2/2/2025 5:47,276.0,138.0,55.36,220.64,1.6,10.38333333,434.2536116,1.0,0.0,15.48333333,0.85,0.16,0.010333692144312958,0.16792249734508558,217.02,4.258823529411737
1328,Anderson_East_2-35,2/2/2025 5:46,275.0,75.0,65.0,200.0,2.55,2/2/2025 5:32,277.0,117.0,59.84,217.16,1.36,6.083333333,741.2054795,1.0,0.0,14.28333333,0.85,0.13,0.009101516921610623,0.17852975500082374,210.0,8.423529411764703
1327,Anderson_East_2-35,2/2/2025 5:31,276.0,74.0,62.1,202.0,2.58,2/2/2025 5:18,278.0,113.0,59.85,218.15,1.32,7.2,626.25,1.0,0.0,12.45,0.833333333,0.14,0.011244979919678717,0.20722891566265061,213.9,5.10000000204
1326,Anderson_East_2-35,2/2/2025 5:17,278.0,74.0,64.18,204.0,2.6,2/2/2025 5:04,279.0,117.0,60.56,218.44,1.35,7.683333333,586.8546638,1.0,0.0,13.0,0.85,0.12,0.00923076923076923,0.2,213.82,5.435294117647064
1325,Anderson_East_2-35,2/2/2025 5:04,274.0,72.0,60.07,202.0,2.58,2/2/2025 4:51,275.0,131.0,57.06,217.94,1.51,7.716666667,584.3196544,1.0,0.0,13.05,0.866666667,0.14,0.010727969348659005,0.19770114942528735,213.93,4.626923075143481
1324,Anderson_East_2-35,2/2/2025 4:50,277.0,68.0,57.99,209.0,2.67,2/2/2025 4:37,278.0,117.0,54.9,223.1,1.39,6.6,683.1818182,1.0,0.0,12.96666667,0.833333333,0.15,0.011568123390342385,0.20591259634809445,219.01,4.908000001963204
1323,Anderson_East_2-35,2/2/2025 4:36,275.0,68.0,58.15,207.0,2.64,2/2/2025 4:24,276.0,107.0,55.89,220.11,1.3,6.6,683.1818182,1.0,0.0,12.2,0.85,0.12,0.009836065573770493,0.21639344262295085,216.85,3.8352941176470816
1322,Anderson_East_2-35,2/2/2025 4:23,273.0,72.0,58.03,201.0,2.56,2/2/2025 4:08,274.0,133.0,55.97,218.03,1.55,9.983333333,451.6527546,1.0,0.0,14.8,0.85,0.13,0.008783783783783784,0.17297297297297295,214.97,3.6000000000000028
1321,Anderson_East_2-35,2/2/2025 4:07,277.0,71.0,59.66,206.0,2.63,2/2/2025 2:30,278.0,129.0,56.34,221.66,1.49,9.0,501.0,1.0,0.0,96.86666667,0.766666667,0.13,0.0013420509290659997,0.027150722641873685,217.34,5.6347826062457385
1320,Anderson_East_2-35,2/2/2025 2:30,276.0,74.0,61.83,202.0,2.58,2/2/2025 2:12,277.0,141.0,58.39,218.61,1.61,11.4,395.5263158,1.0,0.0,18.06666667,0.85,0.14,0.007749077489345189,0.14280442801793278,214.17000000000002,5.223529411764703
1319,Anderson_East_2-35,2/2/2025 2:11,279.0,74.0,63.21,205.0,2.62,2/2/2025 1:55,281.0,119.0,61.6,219.4,1.35,7.05,639.5744681,1.0,0.0,16.01666667,0.85,0.17,0.010613943806323842,0.1635796045445204,215.79,4.247058823529428
1318,Anderson_East_2-35,2/2/2025 1:54,278.0,74.0,61.6,204.0,2.6,2/2/2025 1:40,279.0,124.0,58.74,220.26,1.42,8.133333333,554.3852459,1.0,0.0,13.48333333,0.833333333,0.12,0.008899876392805902,0.19283065517746123,216.4,4.6320000018527825
1317,Anderson_East_2-35,2/2/2025 1:39,276.0,77.0,65.33,199.0,2.54,2/2/2025 1:27,277.0,120.0,62.52,214.48,1.37,7.133333333,632.1028037,1.0,0.0,12.6,0.833333333,0.17,0.013492063492063493,0.2015873015873016,210.67000000000002,4.572000001828768
1316,Anderson_East_2-35,2/2/2025 1:26,278.0,77.0,66.67,201.0,2.56,2/2/2025 1:13,279.0,126.0,62.83,216.17,1.41,8.033333333,561.2863071,1.0,0.0,12.63333333,0.85,0.15,0.01187335092661566,0.20263852248090727,211.32999999999998,5.694117647058827
1315,Anderson_East_2-35,2/2/2025 1:13,279.0,79.0,67.27,200.0,2.55,2/2/2025 0:59,280.0,132.0,63.94,216.06,1.46,8.05,560.1242236,1.0,0.0,13.91666667,0.85,0.16,0.011497005985270179,0.18323353289024347,211.73000000000002,5.0941176470588045
1314,Anderson_East_2-35,2/2/2025 0:58,279.0,70.0,59.05,209.0,2.67,2/2/2025 0:44,280.0,118.0,56.0,224.0,1.38,8.116666667,555.523614,1.0,0.0,13.95,0.833333333,0.14,0.010035842293906812,0.1913978494623656,219.95,4.860000001944013
1313,Anderson_East_2-35,2/2/2025 0:43,277.0,73.0,62.59,204.0,2.6,2/2/2025 0:29,278.0,115.0,60.53,217.47,1.33,8.033333333,561.2863071,1.0,0.0,14.06666667,0.85,0.15,0.010663507106477841,0.18483412317894926,214.41,3.6000000000000028
1312,Anderson_East_2-35,2/2/2025 0:28,278.0,62.0,51.52,216.0,2.76,2/2/2025 0:15,280.0,111.0,48.99,231.01,1.37,7.983333333,564.8016701,1.0,0.0,13.16666667,0.85,0.12,0.009113924048325589,0.20962025311148852,226.48,5.329411764705884
1311,Anderson_East_2-35,2/2/2025 0:14,278.0,68.0,56.91,210.0,2.68,2/2/2025 0:00,279.0,113.0,53.09,225.91,1.36,8.55,527.3684211,1.0,0.0,14.26666667,0.85,0.13,0.009112149530581275,0.18785046724582935,221.09,5.67058823529411
1310,Anderson_East_2-35,2/1/2025 23:59,278.0,74.0,60.36,204.0,2.6,2/1/2025 23:44,279.0,136.0,56.29,222.71,1.56,10.08333333,447.1735537,1.0,0.0,15.08333333,0.85,0.17,0.011270718234534965,0.1723756906458289,217.64,5.964705882352967
1309,Anderson_East_2-35,2/1/2025 23:43,278.0,75.0,63.83,203.0,2.59,2/1/2025 23:30,279.0,114.0,60.43,218.57,1.32,7.2,626.25,1.0,0.0,13.15,0.85,0.17,0.012927756653992395,0.19695817490494294,214.17000000000002,5.176470588235268
1308,Anderson_East_2-35,2/1/2025 23:29,279.0,74.0,63.33,205.0,2.62,2/1/2025 23:16,281.0,116.0,60.62,220.38,1.34,7.866666667,573.1779661,1.0,0.0,12.7,0.766666667,0.12,0.009448818897637795,0.2062992125984252,215.67000000000002,6.143478258198462
1307,Anderson_East_2-35,2/1/2025 23:16,279.0,70.0,59.1,209.0,2.67,2/1/2025 23:02,280.0,117.0,56.78,223.22,1.37,8.15,553.2515337,1.0,0.0,13.66666667,0.85,0.13,0.009512195119631172,0.19536585361088638,219.9,3.9058823529411684
1306,Anderson_East_2-35,2/1/2025 23:01,278.0,73.0,57.89,205.0,2.62,2/1/2025 22:43,279.0,137.0,54.28,224.72,1.58,11.25,400.8,1.0,0.0,17.7,0.833333333,0.15,0.00847457627118644,0.1480225988700565,220.11,5.532000002212782
1305,Anderson_East_2-35,2/1/2025 22:43,280.0,71.0,59.72,209.0,2.67,2/1/2025 22:27,281.0,123.0,56.86,224.14,1.42,7.133333333,632.1028037,1.0,0.0,15.45,0.833333333,0.16,0.010355987055016181,0.17281553398058253,220.28,4.6320000018527825
1304,Anderson_East_2-35,2/1/2025 22:26,278.0,69.0,57.31,209.0,2.67,2/1/2025 22:13,280.0,111.0,55.11,224.89,1.33,7.85,574.3949045,1.0,0.0,13.46666667,0.833333333,0.15,0.011138613858629055,0.19826732668359717,220.69,5.0400000020159865
1303,Anderson_East_2-35,2/1/2025 22:12,277.0,70.0,57.75,207.0,2.64,2/1/2025 21:58,277.0,117.0,55.14,221.86,1.39,8.383333333,537.8528827,1.0,0.0,13.5,0.85,0.14,0.010370370370370372,0.19555555555555557,219.25,3.070588235294134
1302,Anderson_East_2-35,2/1/2025 21:58,277.0,77.0,65.11,200.0,2.55,2/1/2025 21:45,278.0,123.0,60.71,217.29,1.4,8.133333333,554.3852459,1.0,0.0,12.98333333,0.866666667,0.15,0.011553273430437296,0.19640564831743404,211.89,6.230769228372788
1301,Anderson_East_2-35,2/1/2025 21:44,279.0,75.0,63.74,204.0,2.6,2/1/2025 21:30,280.0,132.0,60.74,219.26,1.48,8.583333333,525.3203883,1.0,0.0,13.93333333,0.85,0.16,0.011483253591263936,0.18660287085803898,215.26,4.705882352941177
1300,Anderson_East_2-35,2/1/2025 21:29,278.0,79.0,69.28,199.0,2.54,2/1/2025 21:16,279.0,124.0,66.49,212.51,1.37,7.066666667,638.0660377,1.0,0.0,13.31666667,0.85,0.16,0.01201501877045932,0.1907384229810417,208.72,4.458823529411755
1299,Anderson_East_2-35,2/1/2025 21:15,277.0,74.0,63.64,203.0,2.59,2/1/2025 21:03,279.0,123.0,58.38,220.62,1.41,7.233333333,623.3640553,1.0,0.0,12.13333333,0.816666667,0.13,0.0107142857172292,0.21346153852018174,213.36,8.889795914738848
1298,Anderson_East_2-35,2/1/2025 21:02,277.0,79.0,67.56,198.0,2.53,2/1/2025 20:50,278.0,123.0,65.57,212.43,1.37,6.666666667,676.35,1.0,0.0,12.08333333,0.8,0.15,0.01241379310687277,0.20937931040258737,209.44,3.7375000000000114
1297,Anderson_East_2-35,2/1/2025 20:49,278.0,71.0,59.85,207.0,2.64,2/1/2025 20:37,280.0,115.0,58.16,221.84,1.34,7.766666667,580.5579399,1.0,0.0,12.43333333,0.85,0.12,0.009651474533418625,0.2123324397352098,218.15,4.341176470588232
1296,Anderson_East_2-35,2/1/2025 20:36,279.0,67.0,54.76,212.0,2.7,2/1/2025 20:22,280.0,112.0,51.92,228.08,1.36,8.266666667,545.4435484,1.0,0.0,13.95,0.766666667,0.12,0.008602150537634409,0.19354838709677422,224.24,5.008695649996224
1295,Anderson_East_2-35,2/1/2025 20:21,279.0,64.0,51.91,215.0,2.74,2/1/2025 20:07,280.0,117.0,47.68,232.32,1.43,8.566666667,526.3424125,1.0,0.0,13.68333333,0.833333333,0.13,0.009500609015712695,0.20024360540809832,227.09,6.276000002510387
1294,Anderson_East_2-35,2/1/2025 20:06,278.0,66.0,55.21,212.0,2.7,2/1/2025 19:53,279.0,108.0,51.41,227.59,1.33,7.316666667,616.2642369,1.0,0.0,13.2,0.833333333,0.16,0.012121212121212123,0.20454545454545456,222.79,5.760000002304014
1293,Anderson_East_2-35,2/1/2025 19:52,276.0,69.0,58.13,207.0,2.64,2/1/2025 19:40,278.0,117.0,57.99,220.01,1.37,6.866666667,656.6504854,1.0,0.0,12.05,0.85,0.13,0.010788381742738589,0.21908713692946058,217.87,2.5176470588235134
1292,Anderson_East_2-35,2/1/2025 19:39,277.0,78.0,68.4,199.0,2.54,2/1/2025 19:27,279.0,122.0,65.48,213.52,1.36,6.766666667,666.3546798,1.0,0.0,12.01666667,0.85,0.11,0.009153952840733994,0.2113730928678577,208.6,5.788235294117666
1291,Anderson_East_2-35,2/1/2025 19:27,278.0,77.0,67.18,201.0,2.56,2/1/2025 19:14,279.0,125.0,65.02,213.98,1.39,7.0,644.1428571,1.0,0.0,12.51666667,0.85,0.15,0.01198402130173528,0.2045272968829488,210.82,3.7176470588235255
1290,Anderson_East_2-35,2/1/2025 19:13,277.0,74.0,63.02,203.0,2.59,2/1/2025 19:01,278.0,113.0,60.13,217.87,1.32,6.883333333,655.0605327,1.0,0.0,12.48333333,0.766666667,0.13,0.010413885183021065,0.20747663556941964,213.98,5.073913041272231
1289,Anderson_East_2-35,2/1/2025 19:00,275.0,72.0,61.79,203.0,2.59,2/1/2025 18:48,277.0,113.0,58.64,218.36,1.33,7.3,617.6712329,1.0,0.0,12.3,0.766666667,0.11,0.008943089430894308,0.21056910569105688,213.21,6.717391301427229
1288,Anderson_East_2-35,2/1/2025 18:47,273.0,69.0,53.5,204.0,2.6,2/1/2025 18:35,274.0,129.0,50.97,223.03,1.54,7.633333333,590.69869,1.0,0.0,11.93333333,0.85,0.13,0.010893854751646328,0.21787709503292657,219.5,4.1529411764705895
1287,Anderson_East_2-35,2/1/2025 18:34,276.0,75.0,66.83,201.0,2.56,2/1/2025 17:35,278.0,114.0,64.16,213.84,1.3,4.7,959.3617021,1.0,0.0,59.21666667,0.85,0.17,0.002870813396967587,0.04323107233080602,209.17000000000002,5.494117647058809
1286,Anderson_East_2-35,2/1/2025 17:34,277.0,76.0,67.0,201.0,2.56,2/1/2025 17:22,277.0,119.0,65.07,211.93,1.34,7.583333333,594.5934066,1.0,0.0,12.21666667,0.866666667,0.12,0.009822646654891501,0.20954979530435203,210.0,2.226923076066576
1285,Anderson_East_2-35,2/1/2025 17:21,276.0,74.0,63.75,202.0,2.58,2/1/2025 17:05,277.0,132.0,61.85,215.15,1.48,9.716666667,464.0480274,1.0,0.0,16.33333333,0.783333333,0.11,0.006734693878925448,0.15795918370570597,212.25,3.702127661149849
1284,Anderson_East_2-35,2/1/2025 17:04,275.0,74.0,63.02,201.0,2.56,2/1/2025 16:48,276.0,124.0,60.35,215.65,1.42,7.616666667,591.9912473,1.0,0.0,15.56666667,0.866666667,0.16,0.010278372588805488,0.1644539614208878,211.98,4.234615382986705
1283,Anderson_East_2-35,2/1/2025 16:48,275.0,71.0,61.96,204.0,2.6,2/1/2025 16:35,276.0,116.0,58.0,218.0,1.36,7.05,639.5744681,1.0,0.0,12.6,0.783333333,0.14,0.011111111111111113,0.20634920634920637,213.04,6.3319148963114635
1282,Anderson_East_2-35,2/1/2025 16:34,275.0,71.0,60.71,204.0,2.6,2/1/2025 16:22,276.0,118.0,57.57,218.43,1.38,7.2,626.25,1.0,0.0,12.21666667,0.783333333,0.12,0.009822646654891501,0.21282401085598254,214.29,5.285106385227724
1281,Anderson_East_2-35,2/1/2025 16:21,274.0,68.0,57.22,206.0,2.63,2/1/2025 16:04,274.0,137.0,55.29,218.71,1.6,11.56666667,389.8270893,1.0,0.0,16.66666667,0.8,0.13,0.007799999998439999,0.15779999996844,216.78,2.4125000000000085
1280,Anderson_East_2-35,2/1/2025 16:04,275.0,69.0,55.65,206.0,2.63,2/1/2025 15:42,276.0,135.0,53.77,222.23,1.58,12.51666667,360.2396804,1.0,0.0,21.96666667,0.866666667,0.14,0.006373292867014676,0.11972685885891854,219.35,3.3230769217988114
1279,Anderson_East_2-35,2/1/2025 15:41,275.0,70.0,60.8,205.0,2.62,2/1/2025 15:24,276.0,108.0,59.11,216.89,1.29,6.616666667,681.4609572,1.0,0.0,16.55,0.8,0.15,0.009063444108761328,0.1583081570996979,214.2,3.362499999999997
1278,Anderson_East_2-35,2/1/2025 15:23,275.0,77.0,67.85,198.0,2.53,2/1/2025 15:11,276.0,115.0,64.86,211.14,1.31,8.05,560.1242236,1.0,0.0,12.83333333,0.8,0.11,0.008571428573654916,0.19714285719406305,207.15,4.987499999999976
1277,Anderson_East_2-35,2/1/2025 15:10,278.0,71.0,61.27,207.0,2.64,2/1/2025 14:57,278.0,131.0,61.7,216.3,1.47,8.366666667,538.9243028,1.0,0.0,13.0,0.783333333,0.13,0.01,0.2030769230769231,216.73,-0.5489361704463283
1276,Anderson_East_2-35,2/1/2025 14:56,277.0,70.0,60.49,207.0,2.64,2/1/2025 14:40,278.0,121.0,57.22,220.78,1.41,7.633333333,590.69869,1.0,0.0,15.88333333,0.866666667,0.13,0.008184679959744949,0.1662119622594359,216.51,4.926923075028118
1275,Anderson_East_2-35,2/1/2025 14:39,276.0,67.0,58.05,209.0,2.67,2/1/2025 14:24,277.0,111.0,54.91,222.09,1.34,7.466666667,603.8839286,1.0,0.0,14.81666667,0.8,0.13,0.008773903260118357,0.18020247465012318,217.95,5.1750000000000185
1274,Anderson_East_2-35,2/1/2025 14:24,276.0,70.0,59.66,206.0,2.63,2/1/2025 14:11,277.0,108.0,56.04,220.96,1.31,7.6,593.2894737,1.0,0.0,12.53333333,0.883333333,0.14,0.01117021276892825,0.2098404255877235,216.34,5.2301886812189435
